курица;отличный,жареный,холодный,сочный,мягкий,горячий,копченый,нежный,вареный,жаренный
мясо;сочный,нежнейший,крабовой,мягкий,крабовый,сырой,нежный,вкусный,куриный,рубленный
стейк;перечный,говяжий,рибай,свиной,перцовый,восхитительный,ужасный,фирменный,классический,вкусный
мебель;добротный,деревянный,антикварный,темный,светлый,разномастный,удобный,плетеный,красивый,массивный
вкус;нежный,яркий,необычный,разный,тонкий,насыщенный,отчетливый,натуральный,сбалансированный,выраженный
решение;правильный,волевой,интерьерный,интересный,неожиданный,оригинальный,цветовой,лучший,смелый,дизайнерский
ресторанчик;загородный,любимый,неплохой,итальянский,уютный,небольшой,милый,семейный,маленький,китайский
послевкусие;приятный,легкий,долгий,сладкий,хороший,неприятный
местечко;чудный,приятный,укромный,миленький,неплохой,тихий,уютный,милый,хороший,замечательный
соотношение;отличный,хороший,прекрасный,лучший,приятный
бокал;правильный,красивый,винный,пустой,полный,хрустальный,синий,фирменный,грязный,красный
бармен;отличный,приятный,лучший,харизматичный,веселый,новый,хороший
ребята;отличный,хороший,вежливый,веселый,замечательный,молодой
традиция;хороший,кулинарный,старый,семейный,лучший,добрый,русский
месторасположение;удобный,отличный,удачный,хороший
смысл;возможный,хороший,каком-то,прямой,широкий,плохой,переносный,лучший,буквальный,здравый
предложение;банкетный,специальный,заманчивый,интересный,обеденный,сезонный,осенний,летний,алкогольный,дневной
исполнение;правильный,достойный,качественный,живой,новый,идеальный,прекрасный,лучший,хороший,классический
персонал;обслуживающий,улыбчивый,внимательный,вежливый,услужливый,приветливый,отзывчивый,доброжелательный,обходительный,дружелюбный
настроение;отличный,хороший,прекрасный,плохой,новогодний,праздничный,благодушный,благостный,подпорченный,позитивный
овощ;печёных,свежий,тушеный,сезонный,свежайший,жаренный,припущенный,поструганный,печеный,бакинский
всё;отличный,свежий,нормальный,плохой,равный,милый,вообщий,вкусный
дизайн;современный,приятный,необычный,оригинальный,интересный,уютный,хороший,красивый
праздник;настоящий,прекрасный,незабываемый,чудесный,новогодний,корпоративный,чужой,семейный,майский,детский
микс;салатный,овощной,хороший
подборка;отличный,хороший,прекрасный,музыкальный
сыр;сливочный,плавленый,козий,творожный,голубой,мягкий,домашний,жареный,тертый,адыгейский
друг;хороший,иностранный,дорогой,близкий,верный,многочисленный,старый,московский,лучший,приезжий
идея;отличный,хороший,новый,классный,неплохой,гениальный,интересный,удачный,замечательный,общий
начинка;безвкусный,овощной,ореховой,сочный,жидкий,творожный,нежный,двойной,вкусный,мясной
пиво;вишневый,темный,бельгийский,бутылочный,чешский,разливный,нефильтрованный,местный,вкусный,светлый
меню;банкетный,сезонный,постный,скудный,основной,новый,разнообразный,обширный,европейский,детский
слово;лестный,отдельный,кодовый,честный,лишний,волшебный,умный,емкий,ключевой,добрый
парковка;огромный,отдельный,больший,маленький,собственный,удобный,охраняемый,небольшой,большой,бесплатный
карта;дисконтный,пивной,винный,барный,скидочный,коктельный,кредитный,обширный,банковский,коктейльный
лосось;норвежский,копчёным,свежий,паровой,маринованный,обжаренный,копченый,острый,слабосоленый,малосольный
зал;просторный,дальний,малый,банкетный,пустой,некурящий,основной,соседний,курящий,большой
прибор;чистый,отличный,новый,столовый,лишний,хороший,дорогой,тонкий,европейский,рыбный
знакомый;название,хороший,официант,заведение,позиция,повар,многочисленный,старый,лицо,блюдо
напиток;пенный,газированный,горячий,горячительный,прохладительный,крепкий,алкогольный,спиртной,имбирный,безалкогольный
ужин;легкий,праздничный,вечерний,деловой,полноценный,поздний,свадебный,семейный,романтический,плотный
рыбка;соленый,хороший,свежий,живой,вкусный,золотой,белый,красный
свет;яркий,уличный,неяркий,мягкий,тусклый,приглушённый,божий,естественный,приглушенный,дневной
обед;будничный,ранний,деловой,полноценный,поздний,сытный,плотный,семейный,комплексный,воскресный
столик;свободный,уютный,журнальный,угловой,круглый,единственный,удобный,соседний,забронированный,маленький
кофе;хороший,ароматный,плохой,отменный,неплохой,заказанный,утренний,ирландский,вкусный,крепкий
столовая;хороший,советский,заводской,обычный,школьный,белый,студенческий,общепитовский,китайский,совковый
сопровождение;фоновый,прекрасный,звуковой,музыкальный,хороший
вариант;возможный,беспроигрышный,различный,разный,оптимальный,идеальный,бюджетный,лучший,неплохой,классический
отдых;отличный,приятный,прекрасный,загородный,хороший,комфортный,спокойный,семейный,летний
встреча;скорый,любезный,радушный,деловой,дружеский,новый,романтический,долгожданный,рабочий,серьезный
котлета;вкусный,домашний,киевский,овощной,куриный,картофельный,телячий,щучий,рыбный,пожарский
стол;свободный,деревянный,большой,пустой,круглый,праздничный,шведский,соседний,фуршетный,неубранный
заведение;пивный,достойный,питейный,неплохой,подобный,уютный,новый,приличный,пивной,замечательный
продукт;натуральный,испорченный,свежий,качественный,свежайший,исходный,молочный,основной,диетический,фермерский
картинка;хороший,красивый,аппетитный,вкусный
девочка;улыбчивый,приятный,приветливый,хороший,милый,маленький,молодой
консистенция;приятный,нужный,идеальный,нежный,плотный,правильный,густой,хороший
гость;постоянный,дорогой,иностранный,взыскательный,требовательный,московский,желанный,иногородний,частый,долгожданный
завтрак;английский,отличный,вкусный,поздний
креветка;обжаренный,сочный,королевский,тигровый,салатный,жареный,нежный,мелкий,резиновый,коктейльный
паб;добротный,хороший,лучший,бельгийский,английский,ирландский,пивной,гастрономический,классический,настоящий
обстановка;приятный,тихий,домашний,уютный,камерный,спокойный,романтический,комфортный,непринужденный,романтичный
чашка;огромный,симпатичный,большой,кофейный,больший,дополнительный,пустой,хороший,удобный
звук;отличный,чарующий,приятный,живой,хороший
посуда;чистый,красивый,разбитый,битый,пустой,ненужный,лишний,фирменный,грязный,неубранный
шоу;отличный,хороший,огненный,великолепный
повар;талантливый,здешний,уважаемый,итальянский,хороший,шеф-,старший,знаменитый,знакомый,местный
масло;сливочный,оливкий,чесночный,трюфельный,кунжутный,арахисовый,прогорклый,подсолнечный,растительный,оливковый
рисунок;отличный,черный,обычный,идеальный,жареный,отварной,сухой,вареный,дикий,детский
сервис;отличный,хороший,нормальный,качественный,безупречный,ненавязчивый,совковый,навязчивый,внимательный,отвратительный
человек;приятный,интеллигентный,вежливый,близкий,незнакомый,посторонний,голодный,взрослый,знающий,молодой
результат;отличный,положительный,конечный,плачевный,хороший
суп;сливочный,луковый,фасолевый,щавелевый,рыбный,томатный,грибной,клубничный,тыквенный,гороховый
хлеб;свежий,чесночный,черный,ржаный,ржаной,магазинный,чёрного,белый,бородинский,вкусный
туалет;чистый,просторный,шикарный,женский,мужской,красивый,отдельный,грязный,общий,общественный
клиент;благодарный,постоянный,новый,потенциальный,правый,очередной,корпоративный,довольный,хороший,бывший
обслуживание;отличный,хороший,внимательный,качественный,ненавязчивый,ужасный,быстрый,медленный,прекрасный,отвратительный
закуска;аппетитный,легкий,пивной,различный,горячий,холодный,разнообразный,рыбный,вкусный,мясной
сервировка;отличный,хороший,красивый,нормальный,плохой,лишний,полный,прекрасный,впечатляющий,достойный
программа;вечерний,новогодний,развлекательный,обязательный,культурный,насыщенный,праздничный,полный,музыкальный,концертный
соус;сливочный,сладкий,соевый,томатный,кисло-сладком,ягодный,острый,брусничный,соевой,грибный
чувство;легкий,прекрасный,двойственный,странный,хороший,расстроенный,противоречивый,смешанный,сильный,стадный
кухня;кавказский,хороший,грузинский,итальянский,индийский,японский,восточный,открытый,китайский,русский
рыба;летучий,сырой,свежий,паровой,озерный,копченый,соленый,фаршированный,белый,красный
морс;домашний,свежий,самодельный,облепиховый,малиновый,брусничный,клюквенный,сладкий,вкусный,вкуснейший
еда;добротный,домашний,нормальный,качественный,здоровый,вкуснейший,невкусный,вкусный,простой,китайский
состояние;отличный,хороший,голодный,шоковый,близкий
альтернатива;отличный,хороший,достойный,неплохой
десерт;манговый,шоколадный,фирменный,легкий,творожный,вкуснейший,любимый,вкусный,бесплатный,черничный
котлетка;нежный,домашний,свиной,сочный,куриный,картофельный,крабовый,бараний,щучий,рыбный
вещь;великий,единственный,классический,странный,подобный,забытый,интересный,потрясающий,простой,ценный
ресторан;хороший,лучший,загородный,итальянский,дорогой,японский,пивной,любимый,китайский,замечательный
клуб;отличный,нормальный,загородный,ночной,охотничий,спортивный,модный
местоположение;удобный,хороший,удачный
показатель;важный,хороший,лучший,главный
паста;свежий,домашний,ореховой,томатный,зубной,ореховый,лучший,любимый,вкусный,местный
оценка;итоговый,положительный,субъективный,объективный,низкий,наивысший,высший,высокий,общий,максимальный
что-то;необычный,невразумительный,невнятный,особенный,подобный,похожий,вкусненький,новый,интересный,новенький
оформление;внешний,симпатичный,красивый,изысканный,душевный,цветочный,внутренний,цветовой,музыкальный,новогодний
размер;достаточный,нормальный,скромный,разный,изрядный,маленький,приличный,средний,нереальный,внушительный
алкоголь;хороший,качественный,дорогой,крепкий,разный
аппетит;приятный,волчий,здоровый,хороший,зверский,большой
освещение;яркий,приглушенный,хороший,мягкий,приятный
качество;хороший,средний,сомнительный,низкий,отвратительный,посредственный,высокий,вкусовый,стабильный,вкусовой
выбор;огромный,хороший,большой,неплохой,правильный,скудный,широкий,удачный,ограниченный,богатый
кусочек;крошечный,обжаренный,малюсенький,тонкий,небольшой,нежный,тоненький,маленький,мелкий,ровный
официантка;улыбчивый,симпатичный,внимательный,вежливый,приветливый,девушки-,милый,любезный,молоденький,расторопный
пицца;фирменный,сухой,настоящий,итальянский,обалденный,вкуснейший,лучший,любимый,вкусный,сытный
салат;греческий,легкий,зеленый,овощной,тёплый,листовой,тайский,фирменный,вкусный,теплый
коктейль;молочный,авторский,классный,обалденный,вкуснейший,алкогольный,фирменный,безалкогольный,бесплатный,вкусный
прием;хороший,радушный,теплый
шашлык;отменный,сочный,узбекский,свиный,свиной,обалденный,сухой,бараний,вкусный,куриный
девушка;улыбчивый,приятный,очаровательный,хрупкий,приветливый,симпатичный,вежливый,милый,светловолосый,красивый
цена;невысокий,гуманный,разумный,доступный,низкий,демократичный,умеренный,приемлемый,адекватный,высокий
вино;домашний,игристый,розовый,полусладкий,недорогой,грузинский,сухой,гранатовый,белый,красный
