отношение;трепетный,особый,подобный,человеческий,доброжелательный,душевный,прямой,вежливый,ужасный,теплый
стол;сервированный,стеклянный,большой,круглый,накрытый,шикарный,забронированный,небольшой,низкий,светлый
предложение;алкогольный,сезонный,осенний,хороший,достойный,интересный,заманчивый,специальный,лучший,банкетный
отзыв;разный,приятный,отдельный,старый,подобный,новый,полноценный,негативный,позитивный,лучший
уровень;качественный,отличный,ресторанный,профессиональный,общий,новый,нормальный,хороший,лучший,определенный
друг;многочисленный,приезжий,иностранный,общий,московский,верный,новый,итальянский,добрый,старый
смысл;особый,полный,хороший,возможный,широкий,переносный,прямой,лучший,каком-то,плохой
заправка;хороший,оригинальный,малиновый,лимонный,майонезный,интересный,йогуртовый,анчоусный,апельсиновый,уксусный
паста;итальянский,настоящий,хороший,ореховой,горячий,томатный,зубной,лучший,свежий,местный
хлеб;черный,темный,отличный,теплый,ароматный,белый,горячий,магазинный,мягкий,бородинский
что-то;средний,непонятный,вкусный,невнятный,хороший,интересный,мясной,особенный,оригинальный,необычный
место;простой,приличный,козырный,нужный,тусовочный,очаровательный,идеальный,мягкий,волшебный,проходной
лосось;вкусный,отличный,копчёным,малосольный,острый,обжаренный,паровой,копченый,свежий,теплый
котлетка;бараний,нежный,вкусный,куриный,хороший,картофельный,крабовый,домашний,свиной,сочный
ресторан;модный,маленький,интересный,плохой,новый,известный,классический,домашний,старый,пивной
столик;стеклянный,обслуживающий,дальний,последний,пустой,некурящий,деревянный,крайний,высокий,обычный
комната;зеленый,отличный,хороший,просторный,туалетный,сигарный,больший,небольшой,курительный,большой
заведение;солидный,вообщий,хороший,красивый,подобный,питерский,пустой,восточный,современный,обычный
праздник;большой,чужой,семейный,хороший,главный,великолепный,следующий,майский,личный,лучший
работа;организованный,ручной,грамотный,профессиональный,командный,авторский,безупречный,прекрасный,слаженный,плохой
выбор;вкусный,странный,хороший,ограниченный,шикарный,интересный,огромный,скудный,разнообразный,обширный
гость;новый,взыскательный,постоянный,московский,хороший,иногородний,горячий,долгожданный,курящий,голодный
впечатление;вкусовой,новый,вообщий,противоречивый,полный,отличный,огромный,лучший,свежий,положительный
кухня;разный,интересный,ресторанный,турецкий,адский,кавказкий,добротный,обалденный,открытый,средиземноморский
стейк;нормальный,свиной,фирменный,хороший,классический,рибай,восхитительный,мясной,большой,отличный
масло;чистый,вкусный,старый,ароматный,оливкий,кунжутный,подсолнечный,прогорклый,сливочный,обычный
идея;замечательный,новый,удачный,хороший,неплохой,интересный,общий,классный,прекрасный,гениальный
сыр;итальянский,горячий,козий,двойной,плавленый,нежный,запеченый,молодой,жаренный,творожный
кафе;домашний,городской,недорогой,отличный,приличный,итальянский,литературный,дорогой,дешевый,европейский
исполнение;новый,хороший,достойный,живой,качественный,правильный,прекрасный,идеальный,лучший,классический
рыба;красный,фаршированный,отличный,живой,соленый,нежный,горячий,паровой,жареный,летучий
меню;богатый,итальянский,разнообразный,приятный,красочный,свадебный,новый,дневной,десертный,дегустационный
ужин;тихий,приятный,хороший,праздничный,плотный,вечерний,спокойный,прекрасный,полноценный,романтический
булочка;аппетитный,разный,вкусный,отличный,свежевыпеченный,свежий,белый,свежайший,хлебный,заварный
бульон;крепкий,отличный,хороший,ароматный,овощной,детский,густой,куриный,говяжий,жирный
цвет;странный,желтый,хороший,теплый,синий,золотистый,красивый,основной,любимый,молочный
шашлык;бараний,отличный,хороший,нежный,детский,замечательный,горячий,отменный,сухой,обычный
мясо;белый,утиный,тушеный,неплохой,жесткий,сухой,горячий,нежный,жареный,вяленый
